"","partido","proESTADO","fundamentalismo","desconfia"
"299","Frente Amplio",0.444444444444444,0.255859436216356,0.672333622278218
"300","Frente Amplio",0.777777777777778,0.157924762598149,0.731882241676279
"301","NENHUM",NA,0.602491992045891,0.864042529051588
"302","NENHUM",0.111111111111111,0.370846905420138,0.57117572818136
"303","Frente Amplio",1,0.328694246788754,0.869120783961696
"304","Frente Amplio",0.444444444444444,0.602491992045891,0.305047502026838
"305","Frente Amplio",0.777777777777778,0.142722571076002,0.726465898092095
"306","Frente Amplio",0,0,0.853754386739821
"307","Frente Amplio",0,0.250775131951807,0.734405873316826
"308","Colorado",NA,0.328694246788754,0.432256646301939
"309","Frente Amplio",NA,0.253300302669916,0.57117572818136
"310","Frente Amplio",0.555555555555556,0.169102614168171,0.702513783795929
"311","Frente Amplio",0,0.33091538632334,0.676987391571219
"312","Frente Amplio",0.555555555555556,0.169102614168171,0.5309300015389
"313","Frente Amplio",0,0.652488130415426,0.548801924621568
"314","Frente Amplio",0.777777777777778,0.278391099715376,0.465688542635417
"315","NENHUM",NA,0,0.662510183001088
"316","NENHUM",0.111111111111111,0.602491992045891,0.587489294180227
"317","OUTROS",NA,0.276204536331176,0.563960923320417
"318","OUTROS",0,0.371429017125224,0.478843314587018
"319","OUTROS",1,0.602491992045891,0.436440857492596
"320","Nacional",0.555555555555556,0.602491992045891,0.38756179533616
"321","Nacional",0.444444444444444,0.113395464902869,0.407853908079225
"322","Nacional",1,0.405271327650983,0.433870383676624
"323","Nacional",1,0.602491992045891,0.45963440942437
"324","NENHUM",1,0.35548122132577,0.684032276165409
"325","Nacional",1,0.255903632826976,0.328313626334855
"326","NENHUM",0.888888888888889,0.407325570401048,0.243604480189284
"327","Nacional",0,0.53799333409848,0.446799911717121
"328","Nacional",NA,0.688994819824065,0.445655737884708
"329","Nacional",1,0.35548122132577,0.734023780272292
"330","OUTROS",0,0.278391099715376,0.706539602312519
"331","NENHUM",NA,0.401936716931701,0.450516001142081
"332","Nacional",0,0.299786365869216,0.619787287230132
"333","Nacional",0.666666666666667,0.253670553118432,0.644277495934682
"334","Nacional",0.555555555555556,0.525383399960153,0.392959699229185
"335","OUTROS",NA,0.452676438564783,0.00385513757801363
"336","OUTROS",0.888888888888889,0.278391099715376,0.275121500803915
"337","Colorado",0.444444444444444,0.333587830131807,0.633156132520715
"338","Nacional",0.111111111111111,0.489134837770349,0.415452522868511
"339","Colorado",NA,0.405271327650983,0.648185004652068
"340","Nacional",0,0.560312911070762,0.76163415183287
"341","Frente Amplio",0.777777777777778,0.486758107865839,0.672333622278218
"342","Frente Amplio",0,0.452058261229949,0.465688542635417
"343","Frente Amplio",0.666666666666667,0.0975850754102467,0.574192777661203
"344","NENHUM",1,0.405271327650983,0.597437166472114
"345","Frente Amplio",0.777777777777778,0.386704125669802,0.672333622278218
"346","Frente Amplio",0.444444444444444,0.507094960488443,0.453226875794325
"347","Frente Amplio",0.777777777777778,0.217054142300488,0.453226875794325
"348","NENHUM",NA,0.602491992045891,0.806199751848029
"349","Frente Amplio",0,0.452676438564783,0.695860081720235
"350","OUTROS",0,0.251986057313192,1
"351","NENHUM",0.444444444444444,0.35548122132577,0.465688542635417
"352","Frente Amplio",0.222222222222222,0.217054142300488,0.446122500435438
"353","Nacional",0,0.0801893977548935,0.543877028435057
"354","NENHUM",0.777777777777778,0.302577943222696,0.291720948189456
"355","Frente Amplio",0.111111111111111,0.376775460170497,0.579350914870864
"356","Nacional",0.555555555555556,0.313421206059414,0.306294314084682
"357","Colorado",0,0.717642746072249,0.732761631821788
"358","Nacional",NA,0.450795385632506,0.59630001545992
"359","OUTROS",1,0.527933040956491,0.802910341900138
"360","Frente Amplio",0.111111111111111,0.454516989963202,0.47893559245001
"361","Frente Amplio",0.222222222222222,0.804376660357085,0.798845646298881
"362","Nacional",0.888888888888889,0.266427975566124,0.742294484289046
"363","Colorado",0.666666666666667,0.507094960488443,0.467173200151637
"364","Frente Amplio",NA,0.543116457199967,0.589511340460511
"365","OUTROS",0.888888888888889,0.567698871848643,0.691462956319138
"366","NENHUM",1,0.35548122132577,0.456067899473582
"367","NENHUM",1,0.602491992045891,1
"368","Frente Amplio",0.111111111111111,0.157924762598149,0.465688542635417
"369","Frente Amplio",0.444444444444444,0.177182818578354,0.465688542635417
"370","Frente Amplio",1,0.602491992045891,0.633156132520715
"371","Frente Amplio",0.666666666666667,0.507094960488443,0.544464277920469
"372","Frente Amplio",0.444444444444444,0.450795385632506,0.38798875102121
"373","NENHUM",1,0.209726152933798,0.702230661425727
"374","NENHUM",0.555555555555556,0.339483021501623,0.511318184799929
"375","Frente Amplio",0.333333333333333,0.177182818578354,0.687953998623744
"376","OUTROS",0.444444444444444,0.443210487817537,0.798845646298881
"377","Nacional",0.666666666666667,0.171264923379505,0.653926009541064
"378","Nacional",0.222222222222222,0.188861878894898,0.569286973654848
"379","Nacional",0.444444444444444,0.338233666607859,0.405541321946529
"380","NENHUM",0.444444444444444,0.177182818578354,0.613306060472491
"381","Nacional",0.333333333333333,0,0.672333622278218
"382","OUTROS",0.444444444444444,0.29324214121397,0.640743584479807
"383","OUTROS",0.444444444444444,0.184520255684201,0.796034814114671
"384","Frente Amplio",1,0.602491992045891,0.69359464041988
"385","Frente Amplio",0.333333333333333,0.553374369622774,0.477807995125088
"386","NENHUM",0.444444444444444,0.390882175698209,1
"387","Frente Amplio",0.444444444444444,0.487288194712469,0.732761631821788
"388","Nacional",1,0.452676438564783,0.502422439396397
"389","Frente Amplio",0.444444444444444,0.298959765383019,0.315536240219293
"390","Frente Amplio",0.444444444444444,0.240670798170288,0.564602394195296
"391","Frente Amplio",0.555555555555556,0.401936716931701,0.321903121026488
"392","Frente Amplio",0.777777777777778,0.28400992824754,0.465688542635417
"393","Frente Amplio",1,0.52696893020054,0.574763650921366
"394","NENHUM",0.777777777777778,0.500071881272442,0.542466676873937
"395","Frente Amplio",0.333333333333333,0.237384899097924,0.573698755033569
"396","Frente Amplio",0.666666666666667,0.434792598654481,0.502422439396397
"397","Frente Amplio",0.444444444444444,0.345534491739079,0.796034814114671
"398","NENHUM",0.333333333333333,0.462769319826964,0.542466676873937
"399","Frente Amplio",0,0.369168792548785,0.399604817428776
"400","Frente Amplio",NA,0.6839676174829,0.412720089526456
"401","Frente Amplio",0.444444444444444,0.602491992045891,0.5309300015389
"402","Nacional",0.777777777777778,0.334165491627798,0.49793676298571
"403","NENHUM",0.444444444444444,0.231416774054177,0.606484917641716
"404","Nacional",NA,0.602491992045891,0.252965989026392
"405","Nacional",0.444444444444444,0,0.911420780791806
"406","OUTROS",0.333333333333333,0.402498148253615,0.727216537747657
"407","NENHUM",NA,0,0.506385611901733
"408","Nacional",0,0.602491992045891,0.508251188598849
"409","Nacional",NA,0.142722571076002,0.57117572818136
"410","Nacional",0.888888888888889,0.428269483654555,0.362388192195759
"411","Nacional",NA,0.705123021662333,0.553267873913588
"412","OUTROS",1,0.652732132100741,0.166976073054913
"413","Frente Amplio",1,0.348237822693063,0.421449030788325
"414","Frente Amplio",0.444444444444444,0.276317428060517,0.466020481277603
"415","Frente Amplio",0.444444444444444,0.33696281527605,0.5309300015389
"416","OUTROS",0,0.53799333409848,0.558645612360735
"417","Nacional",0.777777777777778,0.430279546676839,0.319291622301184
"418","Nacional",1,0.602491992045891,0.273537973019419
"419","Nacional",0,0.0801893977548935,0.504875162156951
"420","Frente Amplio",0.444444444444444,0.511509217838987,0.465688542635417
"421","Nacional",0.444444444444444,0.209726152933798,0.460640642149888
"422","NENHUM",0.444444444444444,0.394489059629915,0.629465056177761
"423","Nacional",0.666666666666667,0.520078367353944,0.672249528791092
"424","Nacional",0,0.264785851219758,0.469320960139809
"425","Nacional",1,0.652488130415426,0.655939930938967
"426","Nacional",0.444444444444444,0.439249978273388,0.27714439397125
"427","Colorado",0.888888888888889,0.405271327650983,0.275121500803915
"428","Frente Amplio",0.666666666666667,0.222712268819063,0.5309300015389
"429","Frente Amplio",0.444444444444444,0.347698423256906,0.516250125924952
"430","Frente Amplio",1,0.273432853514879,0.672333622278218
"431","Frente Amplio",0.666666666666667,0.511509217838987,0.450516001142081
"432","Nacional",0,0.416465927992149,0.406166534606486
"433","NENHUM",0.777777777777778,0.408349894159454,0.672333622278218
"434","OUTROS",0,0,0.455738180857238
"435","Nacional",0.888888888888889,0.189403162791361,0.428557134467944
"436","Nacional",0.777777777777778,0.0618218568718441,0.352294548263912
"437","OUTROS",NA,0.661827232782244,0.911420780791806
"438","Nacional",0.222222222222222,0.602491992045891,0.2117698427976
"439","Nacional",NA,0.602491992045891,0.243604480189284
"440","Nacional",0.444444444444444,0.427507632030045,0.541839503335429
"441","Nacional",0.444444444444444,0.602491992045891,0.473060172059935
"442","OUTROS",0,0.493737334198564,0.575241630495353
"443","Nacional",0,0.567273497877103,0.372725201323739
"444","Frente Amplio",0.888888888888889,0.260056735379469,0.736443323323711
"445","Nacional",0.444444444444444,0.318394548876895,0.48891005248365
"446","Frente Amplio",NA,1,0.480927678417397
"447","OUTROS",0.222222222222222,0.187979609771284,0.762071922698138
"448","Frente Amplio",NA,0.209726152933798,0.331994989908883
"449","Frente Amplio",NA,1,0.831944764724431
"450","Frente Amplio",NA,0.28645380346394,0.930900503927382
"451","Frente Amplio",0,0.35548122132577,0.697037709998525
"452","Frente Amplio",NA,0.371439222416915,0.911420780791806
"453","Frente Amplio",0.666666666666667,0.184286966061333,0.5309300015389
